1982	-30,2	-35,3	-30,8	-26,6	-12,1	 -0,9	  3,1	  1,4	-10,5	-20,8	-27,1	-31,5
1983	-32,8	-32,1	-33,0	-25,3	-12,1	 -0,3	  2,1	  0,7	 -8,2	-20,5	-26,7	-28,8
1984	-33,6	-36,3	-34,6	-27,1	-11,1	 -0,7	  4,4	  0,7	 -8,6	-19,4	-27,1	-29,8
1985	-30,5	-36,7	-33,8	-27,8	-13,2	  0,0	  3,8	 -0,3	 -7,8	-22,2	-28,0	-28,1
1986	-35,9	-28,2	-36,2	-26,5	-10,6	 -1,5	  3,0	  2,8	 -8,9	-21,7	-27,8	-27,7
1987	-29,7	-36,9	-35,4	-28,4	-14,6	  0,1	  2,5	  1,6	 -6,9	-18,1	-29,8	-30,2
1988	-32,3	-32,3	-30,2	-19,6	-10,4	 -0,8	  3,9	  3,9	 -8,1	-17,1	-27,2	-29,3
1989	-35,1	-29,8	-35,0	-28,3	-13,5	  1,0	  4,4	  0,4	 -8,9	-20,5	-26,6	-30,0
1990	-29,6	-33,6	-29,8	-19,6	 -7,9	  1,2	  3,8	 -0,9	 -9,5	-21,3	-31,3	-32,7
1991	-34,6	-33,9	-28,6	-21,9	 -9,9	  0,9	  3,9	  1,7	 -7,9	-17,6	-24,3	-30,9
1992	-34,6	-34,1	-29,6	-26,9	-13,2	 -1,8	  2,8	 -0,3	 -8,5	-19,8	-27,9	-30,6
1993	-32,1	-29,4	-32,6	-23,7	-10,6	 -1,3	  5,1	 -0,2	-11,7	-17,4	-27,4	-31,3
1994	-33,7	-32,7	-34,1	-24,9	-10,6	  1,6	  3,8	  1,8	 -6,8	-17,2	-23,0	-30,8
1995	-33,6	-33,7	-34,0	-15,4	 -9,8	 -0,5	  2,0	  1,7	 -5,7	-19,1	-25,1	-32,5
1996	-32,1	-29,8	-30,8	-21,9	 -9,3	 -0,6	  2,8	 -0,2	-10,2	-19,7	-20,1	-26,7
1997	-33,5	-34,0	-27,7	-22,1	-12,2	 -2,1	  2,5	 -1,1	 -9,7	-19,4	-23,3	-29,4
1998	-31,4	-33,4	-28,4	-22,0	-11,9	  1,1	  4,6	  1,5	 -6,9	-17,6	-21,2	-29,1
1999	-33,4	-32,0	-29,9	-22,7	-12,5	 -1,8	  3,5	 -1,8	 -8,8	-18,8	-23,0	-33,5
2000	-34,2	-34,3	-31,6	-25,5	-12,7	  2,4	  3,5	  0,5	-10,9	-18,0	-26,2	-28,0
2001	-31,4	-34,7	-37,0	-26,2	 99	 -0,5	  2,9	  1,2	 99	 99	 99	 99
2002	-32,0	 99	 99	 99	 99	 99	 99	 99	 99	 99	 99	 99
